cityGrpDimId_cr,clickbid_cr,clickTimeInMillis_cr,templateid_cr,stateGrpDimId_cr,osVerDimId_cr,osId_cr,browserId_cr,modelDimId_cr,position_cr,cityId_cr,algo_cr,conversionDurationInMillis_cr,stateId_cr,ispDimId_cr,countryDimId_cr,impressionTimeInMillis_cr,uuidSource_cr,geoGrpDimId_cr,v_cr,conversiontime_cr,adslotdimid_cr,itemcolumbiaid_cr,geodimid_cr,itemid_cr,pubclientid_cr,siteId_cr,goalid_cr,time_cr,adLogType_cr,pricingtype_cr,lookUpFrom_cr,goalTypeId_cr,clientid_cr
348007.0629139073,3.657184311836066,1619973614775.7256,2946.0,348022.9636803874,0.0,196061.0,0.0,0.0,3.0,0.0,38.0,369206.0,2442.0,265618.0,145.0,1620000000000.0,1.0,348012.0,1.0,1620000000000.0,233531.0,5526656.0,145.0,53184285.0,2658.0,3.0,8628.0,1620000000000.0,1.0,16.0,1.0,10.0,82122.0
348006.0,3.1,1620000000000.0,5167.0,348020.0,199414.0,196063.0,129639.0,202038.0,1.0,10278.0,20.0,2298.0,1808.0,280429.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,356952.0,5488773.0,144.0,49504162.0,85030.0,3290.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348006.0,3.1,1620000000000.0,5167.0,348020.0,199414.0,196063.0,129639.0,202038.0,1.0,10278.0,18.0,5713.0,1808.0,280429.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,356952.0,5488088.0,144.0,49504161.0,85030.0,3290.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348010.0,3.657184311836066,1620000000000.0,3643.4975845410627,348025.0,360833.0,129311.0,129408.0,0.0,1.0,10239.0,21.0,66670.0,1801.0,280429.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,355768.0,5614054.0,144.0,53607445.0,1.0,3296.0,3370.0,1620000000000.0,2.0,17.0,2.0,10.0,30431.0
348010.0,3.657184311836066,1620000000000.0,3643.4975845410627,348025.0,360833.0,129311.0,129408.0,0.0,1.0,10239.0,21.0,53789.0,1801.0,280429.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,355768.0,5614054.0,144.0,53607445.0,1.0,3296.0,3370.0,1620000000000.0,2.0,17.0,2.0,10.0,30431.0
348010.0,3.657184311836066,1620000000000.0,3643.4975845410627,348025.0,360833.0,129311.0,129408.0,0.0,1.0,10239.0,21.0,30869.0,1801.0,280429.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,355768.0,5614054.0,144.0,53607445.0,1.0,3296.0,3370.0,1620000000000.0,2.0,17.0,2.0,10.0,30431.0
348005.0,3.1,1620000000000.0,663.0,348021.0,199452.0,196058.0,129639.0,202038.0,1.0,10240.0,26.0,2933.0,1802.0,132991.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,129239.0,5488773.0,144.0,49504157.0,15240.0,178.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348010.0,3.1,1620000000000.0,663.0,348024.0,0.0,0.0,0.0,0.0,1.0,10286.0,20.0,4773.0,1810.0,280429.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,129239.0,5488773.0,144.0,49504157.0,15240.0,178.0,6384.0,1620000000000.0,2.0,16.0,2.0,10.0,75694.0
348006.0,5.5,1620000000000.0,4179.0,348020.0,359921.0,129311.0,129408.0,0.0,1.0,437.0,18.0,58077.0,1808.0,280429.0,144.0,1620000000000.0,1.0,348011.0,1.0,1620000000000.0,315157.0,5612306.0,144.0,53924502.0,16153.0,1057.0,6719.0,1620000000000.0,2.0,16.0,2.0,10.0,76280.0
348007.0629139073,1.0,1620000000000.0,2946.0,348022.9636803874,0.0,196061.0,0.0,0.0,3.0,0.0,38.0,31220.0,2442.0,265618.0,145.0,1620000000000.0,1.0,348012.0,1.0,1620000000000.0,233531.0,5526656.0,145.0,53184285.0,2658.0,3.0,8628.0,1620000000000.0,2.0,16.0,2.0,10.0,82122.0
