clientid_cr,pubclientid_cr,siteId_cr,countryDimId_cr,adslotdimid_cr,itemcolumbiaid_cr,ispDimId_cr,osVerDimId_cr,clmbuserid_cr,imprid_cr
0.0,0.9539097119645495,0.9330383480825959,0.0,0.9475491122836568,0.9989187387692173,0.4756458905497669,0.0,0.6755916735371786,0.6624109493598389
0.0,0.03066146602658789,0.0,0.0,0.8751095680868983,0.9988352096601625,0.4756458905497669,0.0,0.6755916735371786,0.6624109493598389
0.0,0.026645587149187595,0.0038348082595870206,0.0,0.8334393207637969,0.9989187387692173,0.5306854790806236,0.0,0.6755916735371786,0.6624109493598389
0.006719573654637085,0.18639217134416544,0.31091445427728615,0.0008307653389752554,0.8181298661120946,0.9929776784196462,0.511726311522953,0.9986415712400436,0.6755916735371786,0.6624109493598389
0.006719573654637085,0.026622507385524376,0.12654867256637167,0.0029004921350381753,0.3525041678840898,0.9954487129171683,0.5870668148179207,0.9945275517572425,0.6755916735371786,0.6624109493598389
0.006719573654637085,0.03066146602658789,0.1958702064896755,0.0008020191334743815,0.7716644036917999,0.9964229393599655,0.5888173756263234,0.0,0.6755916735371786,0.6624109493598389
0.006719573654637085,0.9852981905465289,0.9805309734513274,0.00252104222242664,0.9834874447862778,0.9964229393599655,0.0,0.0,0.6755916735371786,0.6624109493598389
0.006719573654637085,0.3359144202363368,0.8654867256637169,0.0007847714101738572,0.9826023065156488,0.9964229393599655,0.5714026150093992,0.9986415712400436,0.6755916735371786,0.6624109493598389
0.006719573654637085,0.956736983013294,0.9377581120943953,0.0008307653389752554,0.949340872763522,0.9920513028232418,0.0,0.9983012723857163,0.6755916735371786,0.6624109493598389
0.006719573654637085,0.9262832348596751,0.8970501474926253,0.0007847714101738572,0.9130974683326745,0.9964229393599655,0.9617077926161974,0.5701223139215431,0.6755916735371786,0.6624109493598389
0.006719573654637085,0.8984028803545053,0.871976401179941,0.0008307653389752554,0.8907885464826495,0.9975919271424691,0.511726311522953,0.9983012723857163,0.6755916735371786,0.6624109493598389
0.006719573654637085,0.17585625923190548,0.05191740412979351,0.0029004921350381753,0.35094013715346406,0.992059697708574,0.5870668148179207,0.9983012723857163,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.9812246122599706,0.9696165191740413,0.0,0.9795816647474349,0.9965803434599436,0.5357100428380749,0.5517102092422956,0.9613648424163286,0.6624109493598389
0.0025372183282164162,0.9812246122599706,0.9696165191740413,0.0,0.9795816647474349,0.9954890083667627,0.5357100428380749,0.5517102092422956,0.9613648424163286,0.6624109493598389
0.0025372183282164162,0.9812246122599706,0.9696165191740413,0.0,0.9795816647474349,0.9954890083667627,0.5357100428380749,0.5517102092422956,0.994204438813864,0.6624109493598389
0.0025372183282164162,0.9812246122599706,0.9696165191740413,0.0,0.9795816647474349,0.9965803434599436,0.5357100428380749,0.5517102092422956,0.994204438813864,0.6624109493598389
0.0025372183282164162,0.026634047267355986,0.0017699115044247787,0.0,0.5264209476994999,0.9964267170583649,0.9545657840485824,0.0,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.18639217134416544,0.7740412979351032,0.0,0.829456198545967,0.9964279762911648,0.9549536328504441,0.995778080880461,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.18639217134416544,0.7740412979351032,0.0,0.829456198545967,0.9956564863291393,0.4756458905497669,0.9986415712400436,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.18639217134416544,0.7740412979351032,0.0,0.829456198545967,0.9965795039714103,0.9798563212366437,0.5701250805788954,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.9812246122599706,0.9696165191740413,0.0,0.9795816647474349,0.9964267170583649,0.5357100428380749,0.5517102092422956,0.994204438813864,0.6624109493598389
0.0025372183282164162,0.9812246122599706,0.9696165191740413,0.0,0.9795816647474349,0.9964267170583649,0.5357100428380749,0.5517102092422956,0.994204438813864,0.6624109493598389
0.0025372183282164162,0.9812246122599706,0.9696165191740413,0.0,0.9795816647474349,0.9954890083667627,0.5357100428380749,0.5517102092422956,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.44442392909896605,0.7536873156342183,0.0,0.8471331832322155,0.9965803434599436,0.5357100428380749,0.5517102092422956,0.9127824316298501,0.6624109493598389
0.0025372183282164162,0.18639217134416544,0.7740412979351032,0.0,0.829456198545967,0.9965795039714103,0.9798563212366437,0.9983012723857163,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.18639217134416544,0.7740412979351032,0.0,0.829456198545967,0.9965795039714103,0.4756458905497669,0.9986415712400436,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.18639217134416544,0.31091445427728615,0.0,0.818134162899816,0.9956564863291393,0.6559361831484937,0.5701250805788954,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.18639217134416544,0.7740412979351032,0.0,0.829456198545967,0.9956564863291393,0.9320146474070036,0.995778080880461,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.18639217134416544,0.7740412979351032,0.0,0.829456198545967,0.9956564863291393,0.4756458905497669,0.9983012723857163,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.18639217134416544,0.7740412979351032,0.0,0.829456198545967,0.9956564863291393,0.9798563212366437,0.9983012723857163,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.026634047267355986,0.0017699115044247787,0.0,0.5264209476994999,0.9965803434599436,0.9545657840485824,0.0,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.18639217134416544,0.7740412979351032,0.0,0.829456198545967,0.9956564863291393,0.9798563212366437,0.9983012723857163,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.9812246122599706,0.9696165191740413,0.0,0.9795816647474349,0.9954890083667627,0.6559361831484937,0.0,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.9812246122599706,0.9696165191740413,0.0,0.9795816647474349,0.9954890083667627,0.5357100428380749,0.5517102092422956,0.994204438813864,0.6624109493598389
0.0025372183282164162,0.03066146602658789,0.0,0.0,0.3357123214684702,0.9954911070880954,0.9798563212366437,0.9981767728048649,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.7569354689807978,0.7666666666666667,0.0,0.8267320351305365,0.9965933555322086,0.9346946476865343,0.9983012723857163,0.9127824316298501,0.6624109493598389
0.0025372183282164162,0.18639217134416544,0.7740412979351032,0.0,0.829456198545967,0.9956564863291393,0.4756458905497669,0.995778080880461,0.9127824316298501,0.6624109493598389
0.0025372183282164162,0.18639217134416544,0.7740412979351032,0.0,0.829456198545967,0.9964279762911648,0.6559361831484937,0.9983012723857163,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.18639217134416544,0.7740412979351032,0.0,0.829456198545967,0.9956564863291393,0.4756458905497669,0.995778080880461,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.1876038589364845,0.6324483775811209,0.0,0.8099702662289672,0.9965933555322086,0.4756458905497669,0.0,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.18639217134416544,0.7740412979351032,0.0,0.829456198545967,0.9965795039714103,0.9326051559431714,0.9983012723857163,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.9812246122599706,0.9696165191740413,0.0,0.9795816647474349,0.9954890083667627,0.5357100428380749,0.5517102092422956,0.9127824316298501,0.6624109493598389
0.0025372183282164162,0.18639217134416544,0.7740412979351032,0.0,0.829456198545967,0.9965795039714103,0.4756458905497669,0.995778080880461,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.026634047267355986,0.0017699115044247787,0.0,0.5264209476994999,0.9965803434599436,0.9545657840485824,0.0,0.6755916735371786,0.6624109493598389
0.0025372183282164162,0.7569354689807978,0.7666666666666667,0.0,0.8267320351305365,0.9954911070880954,0.9346946476865343,0.9983012723857163,0.9127824316298501,0.6624109493598389
0.0025372183282164162,0.9812246122599706,0.9696165191740413,0.0,0.9795816647474349,0.9954890083667627,0.5357100428380749,0.5517102092422956,0.9613648424163286,0.6624109493598389
0.0025372183282164162,0.44442392909896605,0.7536873156342183,0.0,0.8471331832322155,0.9954890083667627,0.5357100428380749,0.5517102092422956,0.9613648424163286,0.6624109493598389
0.0025372183282164162,0.18639217134416544,0.7740412979351032,0.0,0.829456198545967,0.9965795039714103,0.4756458905497669,0.9986415712400436,0.6755916735371786,0.6624109493598389
0.005468342698256386,0.946351089364845,0.9221238938053098,0.0,0.941666809892924,0.9957316205528619,0.9549536328504441,0.995778080880461,0.6755916735371786,0.6624109493598389
